0,10.0254,3.18721,0.0201355,10.03,3.14
1,10.0254,3.18721,0.0201355,10.03,3.14
2,10.0254,3.18721,0.0201355,10.03,3.14
3,10.0254,3.18721,0.0201355,10.03,3.14
4,10.0254,3.18721,0.0201355,10.03,3.14
5,10.0238,3.18888,0.0205591,10.02,3.14
6,10.0238,3.18888,0.0205591,10.02,3.14
7,10.0238,3.18888,0.0205591,10.02,3.14
8,10.0238,3.18888,0.0205591,10.02,3.14
9,10.0238,3.18888,0.0205591,10.02,3.14
10,10.024,3.18745,0.0203184,10.02,3.14
11,10.024,3.18745,0.0203184,10.02,3.14
12,10.024,3.18745,0.0203184,10.02,3.14
13,10.024,3.18745,0.0203184,10.02,3.14
14,10.019,3.18753,0.0205529,10.02,3.14
15,10.019,3.18753,0.0205529,10.02,3.14
16,10.019,3.18753,0.0205529,10.02,3.14
17,10.019,3.18753,0.0205529,10.02,3.14
18,10.019,3.18753,0.0205529,10.02,3.14
19,10.019,3.18753,0.0205529,10.02,3.14
20,10.0228,3.18817,0.0205082,10.02,3.14
21,10.0228,3.18817,0.0205082,10.02,3.14
22,10.0228,3.18817,0.0205082,10.02,3.14
23,10.0228,3.18817,0.0205082,10.02,3.14
24,10.0228,3.18817,0.0205082,10.02,3.14
25,10.0189,3.18854,0.0205065,10.02,3.14
26,10.0189,3.18854,0.0205065,10.02,3.14
27,10.0189,3.18854,0.0205065,10.02,3.14
28,10.0189,3.18854,0.0205065,10.02,3.14
29,10.0189,3.18854,0.0205065,10.02,3.14
30,10.0219,3.18507,0.019748,10.02,3.14
31,10.0219,3.18507,0.019748,10.02,3.14
32,10.0219,3.18507,0.019748,10.02,3.14
33,10.0219,3.18507,0.019748,10.02,3.14
34,10.0219,3.18507,0.019748,10.02,3.14
35,10.0295,3.18473,0.0195881,10.03,3.14
36,10.0295,3.18473,0.0195881,10.03,3.14
37,10.0295,3.18473,0.0195881,10.03,3.14
38,10.0295,3.18473,0.0195881,10.03,3.14
39,10.0295,3.18473,0.0195881,10.03,3.14
40,10.0277,3.18695,0.0192469,10.03,3.14
41,10.0277,3.18695,0.0192469,10.03,3.14
42,10.0277,3.18695,0.0192469,10.03,3.14
43,10.0277,3.18695,0.0192469,10.03,3.14
44,10.0277,3.18695,0.0192469,10.03,3.14
45,10.0392,3.19023,0.0191229,10.04,3.14
46,10.0392,3.19023,0.0191229,10.04,3.14
47,10.0392,3.19023,0.0191229,10.04,3.14
48,10.0392,3.19023,0.0191229,10.04,3.14
49,10.0392,3.19023,0.0191229,10.04,3.14
50,10.0388,3.18706,0.0177307,10.04,3.14
51,10.0388,3.18706,0.0177307,10.04,3.14
52,10.0388,3.18706,0.0177307,10.04,3.14
53,10.0388,3.18706,0.0177307,10.04,3.14
54,10.0388,3.18706,0.0177307,10.04,3.14
55,10.0524,3.18827,0.0161863,10.05,3.14
56,10.0524,3.18827,0.0161863,10.05,3.14
57,10.0524,3.18827,0.0161863,10.05,3.14
58,10.0524,3.18827,0.0161863,10.05,3.14
59,10.0691,3.18708,0.0140032,10.07,3.14
60,10.0691,3.18708,0.0140032,10.07,3.14
61,10.0691,3.18708,0.0140032,10.07,3.14
62,10.0691,3.18708,0.0140032,10.07,3.14
